,Sequence,Z0,Z1
944,BBBABBAABABAAAAAABAA,2.7265174,8.31805
945,BBBABBABAAAAABAAAABA,3.9748752,6.421757
946,BBBABBABBAABAAAAAAAA,1.3292478,9.672702
947,BBBABBBAAAABAAAAAABA,2.9439886,7.9484196
948,BBBABBBAAAABBAAAAAAA,1.3549633,9.647583
949,BBBABBBAABAAABAAAAAA,1.9463357,8.810012
950,BBBABBBABAAAAABAAAAA,1.7772993,8.958779
951,BBBABBBBAAAAAAAAAABA,1.3608968,9.621269
952,BBBABBBBAAAAAABAAAAA,1.4457002,9.414088
953,BBBBAAAAAAAAAABBBBAA,1.4357325,9.6026745
954,BBBBAAAAAAAABBBAAAAB,2.7646408,8.586328
955,BBBBAAAAAAABAAAAABBB,1.8090379,8.974615
956,BBBBAAAAAABAAABBBAAA,5.510329,6.775948
957,BBBBAAAAAABBAAAABABA,7.4063444,7.9515133
958,BBBBAAAAABAAAAABBAAB,4.0407686,7.613421
959,BBBBAAAAABABAAAAAABB,5.4205747,7.0735683
960,BBBBAAAAABABBAAABAAA,4.216992,7.5155725
961,BBBBAAAAABBAAABABAAA,6.8410673,6.5720453
962,BBBBAAAAABBBAAAAAAAB,4.1192536,7.638637
963,BBBBAAAABAAAABAAABBA,5.1920447,6.4225526
964,BBBBAAAABAAABAAAABBA,6.0502024,6.386723
965,BBBBAAAABAABBAABAAAA,7.2475038,7.8422523
966,BBBBAAAABABABAAAAABA,6.2000265,6.8203616
967,BBBBAAAABBAABABAAAAA,4.591271,7.7803774
968,BBBBAAABAAABAABAAABA,6.527692,6.256276
969,BBBBAAABAABBBAAAAAAA,2.0447168,8.793133
970,BBBBAABAAAAAAAABBBAA,3.5493102,7.9989142
971,BBBBAABAAAAAAABBAABA,7.39151,7.9388266
972,BBBBAABAAAAAABABAABA,7.4967647,7.8977704
973,BBBBAABAAAAAABABBAAA,6.853867,7.7535496
974,BBBBAABAAAAABAAAABBA,5.1200323,6.5809774
975,BBBBAABAAAABAABABAAA,5.9994245,6.3223195
976,BBBBAABAAABABAABAAAA,6.0291843,6.880248
977,BBBBAABAABAABAAAAAAB,6.3341866,6.8511825
978,BBBBAABABAAAAAABABAA,6.352794,7.3362355
979,BBBBAABBAAAAAABAAABA,4.845138,6.5735583
980,BBBBABAAAAABABAAABAA,5.2567406,6.5385303
981,BBBBABAAAABAAAAABBAA,3.910956,6.753303
982,BBBBABAAAABAAAABAAAB,4.826001,6.326417
983,BBBBABAAAABAAABAAAAB,4.5779495,6.392336
984,BBBBABAAAABAAABABAAA,5.0271263,6.016101
985,BBBBABAABAAAABAABAAA,4.7268414,5.8985095
986,BBBBABAABAABABAAAAAA,3.4987428,7.834405
987,BBBBABAABABAABAAAAAA,2.08558,8.763846
988,BBBBABAABBAAAAAAABAA,3.1227913,7.8791084
989,BBBBABAABBBAAAAAAAAA,1.3659596,9.619486
990,BBBBABABAAAAAAABAAAB,3.3087997,7.961225
991,BBBBABBAAAABAAAAABAA,3.9326832,6.5713077
992,BBBBABBABAAAAAAAAAAB,1.5420116,9.297161
993,BBBBABBABAABAAAAAAAA,1.4702512,9.613954
994,BBBBABBBABAAAAAAAAAA,1.3451546,9.660379
995,BBBBBAAAAAAAAAAABBBA,1.4258451,9.482579
996,BBBBBAAAAAAAAAABABAB,1.6135836,9.218523
997,BBBBBAAAAAAAAABAABBA,2.028665,8.893746
998,BBBBBAAAAAAABAAAABAB,2.6011724,8.252633
999,BBBBBAAAAAABABBAAAAA,2.2444668,8.589845
1000,BBBBBAAAAAABBAAAAABA,5.7003093,6.7843146
1001,BBBBBAAAABAAAAAAAABB,1.9121685,8.916038
1002,BBBBBAAAABAAAAABAABA,4.0653224,6.737441
1003,BBBBBAAABAAABABAAAAA,4.1614313,7.636999
1004,BBBBBAABAAAAABAAAABA,4.291182,6.468513
1005,BBBBBAABAABABAAAAAAA,2.026939,8.789875
1006,BBBBBABAAAAABABAAAAA,2.1246636,8.644499
1007,BBBBBABAAABBAAAAAAAA,1.4187727,9.554791
1008,BBBBBABABAAAAAAAAABA,2.0289967,8.73412
1009,BBBBBABBAAAAABAAAAAA,1.4862112,9.308424
1010,BBBBBABBABAAAAAAAAAA,1.3906567,9.577091
1011,BBBBBBAAAAAAAAAAAABB,1.5294522,9.324178
1012,BBBBBBAAAAAAAAAABABA,1.5036664,9.325873
1013,BBBBBBAAAAAAAAABBAAA,2.1905303,8.667431
1014,BBBBBBAAAAAAAABAABAA,3.4668863,7.9336042
1015,BBBBBBAABBAAAAAAAAAA,1.3767617,9.567395
1016,BBBBBBABAAAAAAAAABAA,1.981348,8.800228
1017,BBBBBBABAAAAAAAABAAA,2.1334763,8.638653
1018,BBBBBBBAAAAAABAAAAAA,1.5237005,9.291648
1019,BBBBBBBAAAAABAAAAAAA,1.5237991,9.304579
1020,BBBBBBBAABAAAAAAAAAA,1.504985,9.39051
1021,BBBBBBBBAAAAAAAAAAAA,1.5049053,9.336618
